INVOLVEMENT,Act or process of joining in a particular activity
BED,A piece of furniture that people sleep on
LEGISLATION,Act or process of writing and passing laws
INFECTION,Act or state of becoming infected with a disease
TRANSPORTATION,"Act, system, or business of moving people or goods from one place to another"
LAUGHTER,Action or sound of laughing
BEHAVIOR,Way a person or thing acts; manner
BEHIND,In or toward the back
SANCTION,Action taken to force a country to obey laws
ENTERTAINMENT,"Activities that make people have a good time by singing, telling jokes, etc."
BELONG,To be a member of a particular group and feel welcomed
BELOW,"In a lower position, place, or level"
VENTURE,Activity that involves taking chances or risks
GAME,Activity with rules that people play to have fun
WORK,Activity you do in order to make money
BENEFIT,"Good result or effect, something advantageous"
REAL,"Actually existing or happening, not imagined"
WOMAN,Adult female human being
PRIVILEGE,Advantage or right that is given to only a certain person or group of people
ANXIOUS,Afraid of what may happen; worried and nervous
BEYOND,On or to the farther side; in addition to
SUBSEQUENTLY,After something else has happened
BREATH,Air you take in and out of your body
BEER,Alcoholic drink that is made from wheat or grains
UNIVERSE,All of space and everything in it
BILL,Piece of paper showing what you have to pay
WORLD,"All the humans, events, activities on the earth"
MEMBERSHIP,All the people who belong to a club or group
BIRD,Animal with feathers that uses wings to fly
HOUSEHOLD,All the people who live in a house; a family
VIRTUALLY,Almost completely
BLACK,Color of the sky on a dark night
BARELY,Almost not possible or does not happen
THOUGH,"Although, despite the fact that"
EXPENDITURE,Amount of money used during a certain time
BLOCK,To stop from going forward or making progress
BLOOD,Red liquid in the bodies of people and animals
OUTPUT,Amount of something that is produced
BLOW,To move something using air
BLUE,Color of the clear sky
BOARD,Surface for posting or showing information
BOAT,Small form of transport for traveling on water
BODY,A person's physical self
QUANTITY,Amount or number of something
EXCESS,Amount that is more than necessary
STORY,An account or description of how something happened
MAN,An adult male human being
COMPROMISE,An agreement in which each side must give up some things
DISCOUNT,An amount of money taken off the usual price of something
LAYER,An amount of something that is spread over a surface
DEFICIT,An amount that is less than needed
RAT,An animal that looks like a large mouse
BOTTOM,Lowest part of something; part on which it rests
COUNTRY,An area of land that is controlled by a government
BOX,A container with (usually) four straight sides and a lid
BOY,A young male person
BRAIN,Part of the head that thinks and controls your body
SLOPE,An area of land that is higher on one side than the other
HILL,An area of land that is higher than the land around it but smaller than a mountain
COUNTY,An area within a country or a state with its own local government
CONTEST,An event in which people try to win
ADVENTURE,An exciting and often dangerous experience
BRIEF,Short; using few words
ADVISER,An expert who suggests what someone should do
BRIGHT,Producing a lot of light
INTERPRETATION,An explanation or opinion of the meaning of something
WOUND,An injury to the body that is caused when something breaks the skin
BROAD,Wide; from the shorter two sides to the other
BID,An offer to pay a particular amount of money for something
BROTHER,A boy or man who shares a parent with you
SETTLEMENT,An official agreement that ends an argument or fight between people or groups
SEQUENCE,An ordered group of related events or things
BUDGET,Amount of money planned to be spent on something
CREATURE,Animal of any type
HELL,Any place of pain and suffering
BURN,To destroy with fire
UNLIKE,Appearing or being different
NEIGHBORHOOD,Area of a town or city that people live in
BUS,A large road vehicle used for carrying many people
BUSY,Working hard doing something; full of activity
SHADE,Area of darkness where something stops the light
TERRITORY,Area of land or ocean owned or controlled by a government or person
DESERT,Area of land that has very little water and few plants
ZONE,Area of space used for a particular reason
HARBOR,Area of water protected by land and used by ships
PROVINCE,Area that a country or nation is divided into
DISPUTE,Argument between two or more parties about something
CAMERA,"Object that takes pictures digitally, or on film"
CAMP,Place where people live for a short time in tents
APPROXIMATELY,Around; nearly; almost; about (a number)
NATURALLY,As someone would expect; not surprising
CANCER,Any growth caused by abnormal cell division
EVEN,As well; too
WHAT,Asking for information about someone or something
LEAGUE,Association of sports teams that organizes matches for its members
CAPACITY,"Ability to hold, involve or contain people or things"
CAPITAL,"Main, or major"
ALONG,At a point on a line
AGO,At a specified length of time in the past
CARD,Small piece of paper or plastic used as i.d.
BEFORE,At a time earlier than the present; previously
CAREER,Particular occupation in professional life
SOON,At a time not long from now
CAREFULLY,In a manner that involves focus and care
ALWAYS,At all times; in every situation
CARRY,To hold something and move it to another place
YOUNG,At an early stage of existence; not mature
CASH,Physical money (not credit card or digital)
WHENEVER,At any or every time that
EVER,At any time; at all times in the future
ORIGINALLY,At first; in the beginning
MEANWHILE,At or during the same time; in the meantime
CATCH,Use your hands to stop and hold something flying
CATEGORY,Groups of things that are similar in some way
DURING,At some point in the course of an event or thing
THEN,At that time not now
CELL,Short for 'cellphone'
INITIALLY,At the beginning
CENTRAL,Being in the middle
CENTURY,Period of 100 years
NOW,At the present time or moment
CERTAIN,Being sure about something; without doubt
CHAIR,A piece of furniture you sit on when sitting at a table or desk
NOWADAYS,At the present time; now
CHALLENGE,An activity you wish to try that may be hard to do
REGULARLY,"At the usual time each day, week, or month"
FASCINATE,Attract or interest greatly
MODERATE,Average in size or amount
CHANCE,Possibility that something will happen
OUT,Away from the inside or center
CHAPTER,One of the main sections of a book
CHARACTER,Your personality or nature
CHARGE,To ask for money as a price for a service or goods
TAIL,Back end of an animal's body that sticks out
STORM,"Bad weather with a lot of rain, snow, and strong winds"
BREAD,"Baked food made from flour, used in sandwiches, etc."
BELT,Band of material worn around a person's waist
TRULY,Based on truth or fact or reality
CHEAP,Not costing a lot of money
CHECK,To confirm the details of something are correct
LIQUID,Basic state of things that is similar to water; not solid or gas
FRAMEWORK,Basic structure of something
FIRSTLY,Before anything else
AGGRESSIVE,Behaving in a very threatening way
CHIEF,Most important one
EQUIVALENT,"Being about equal in value, use, or meaning"
MATURE,"Being an adult, being fully developed physically"
SMART,"Being clever, having a good mind"
CHOICE,Decision between two or more possibilities
CHOOSE,To select; decide between several possibilities
PROMPT,Being done quickly and with no delay
CIRCUMSTANCE,Condition or fact that affects a situation
KEEN,Being eager or excited for something to happen
CITIZEN,Person who belongs to and has rights in a country
NATIVE,Being from or living in the place where you were born
EASTERN,Being in the area to the east
CLAIM,To say something is true when others may not agree
IN,Being inside something
NO,Being none; not having or being
CONTEMPORARY,Being of the time being discussed
CLEAN,Being free from dirt or marks because it was washed
POVERTY,Being poor
CLEARLY,In a way that is easy to understand; obviously
GENUINE,"Being real, actual, and not false"
CLIMB,To rise gradually and steadily to a higher point
RECORD,Being the highest or most extreme level achieved in an area
CLOCK,A device that shows the time
VAST,Being very large in size or amount
IDEA,"Belief, thought, suggestion, opinion, or plan"
OF,Belonging to or connected with something
CLUB,"Group of people who share an interest, as in sport"
COACH,"Person who teaches others how to do (sport, job) "
HISTORIC,Belonging to the past; of what is important or famous in the past
EXTRAORDINARY,Beyond what is ordinary; very unusual; remarkable
CORPORATION,Big company or a combination of several companies
CODE,A password made of a set of letters or numbers
COFFEE,A brown drink made from roasted beans and boiled water
LARGE,"Big; of great size; broad, tall, wide, long, or fat"
COLD,Having a very low temperature
HAND,Body part at the end of a person's arm
COLLECT,To gather things/people together in one place
COLLECTION,Group of similar things gathered as a hobby
COLLEGE,School or educational institution for adults
FICTION,"Book or story including ideas, people, and events that are not real"
COMBINE,To mix several things together to form one thing
ALBUM,Book with a collection of photographs or pictures
MYSTERY,"Book, play, or film that deals with a solution of a strange crime"
COMFORTABLE,Not being worried about something; at ease
COMMERCIAL,Radio or television advertisement
COMMIT,"To do something bad, usually a crime"
COMMITTEE,Group of people who do or decide something
COMMON,"Typical, normal; not unusual"
UNCLE,Brother of your father or mother or the husband of your aunt
COMMUNICATION,Talking to people; giving information to people
COMMUNITY,Group of people who share a common idea or area
HOUSE,"Building in which a family, person lives"
COMPARE,To consider how similar and different things are
COMPARISON,Looking for differences and similarities in two or more things
OFFICE,Building of set of rooms used to do business or professional activities
SCHOOL,Building where you learn in classes with a teacher
COMPETITION,Fighting against others when trying to win something
PUBLISHER,Business that produces books or magazines
PERSONALLY,"By a specific person, and not by anyone else"
COMPLETE,To finish or reach the end of doing something
COMPLETELY,In every way or as much as possible
COMPLEX,"Difficult, not easy to understand or explain"
VIA,"By going through, by way of"
WIDELY,By or among a large number of people
BESIDE,By the side of something; next to something
FLEXIBLE,Capable of being easily bent or changed without breaking
OBSERVATION,Careful watching and listening; remark or comment on something you have noticed
PLEASANT,Causing a good feeling
CONTROVERSIAL,"Causing a great deal of argument, discussion, or conflict"
FORTUNE,"Chance or luck, particularly good luck"
EFFECT,Change brought about by a cause; result
COMPUTER,A machine for storing information and accessing the internet
INFANT,Child in the beginning stage of life; a baby
CONCEPT,Abstract idea of something or how it works
RANDOM,Chosen or done without a plan or pattern
CONCERT,Musical entertainment given in public by one or more performers
CONCLUDE,To stop or finish; to come to the end of something
CONCLUSION,Judgment or opinion after thinking for a while
DISTINCT,Clearly different in nature from something else
CONDUCT,"To direct, lead or guide something"
CONFIDENCE,Feeling that you can do well at something
COAT,Clothing worn outside over your normal clothes
CONFIRM,To provide evidence to establish the truth of
CONFLICT,To have opposite ideas; to disagree; to not match
MONEY,Coins or notes we use to pay for things
INFORMATION,Collection of facts and details about something
CONNECT,To join or attach things together
CONNECTION,Something that joins things together; being joined
CONSEQUENCE,Outcome of an event; result
GRAY,Color between black and white
YELLOW,Color of lemons or the sun
CARPET,Colored floor covering made of wool or other material
FIRST,Coming before all others in time or place
CONSIDERATION,Careful thought; thinking about something
CONSIST,"To have as an essential, necessary or main part"
WESTERN,"Coming from, found in, or facing towards the west"
AIRLINE,Company that flies passengers in its planes
ABSOLUTE,Complete and total
WHOLE,Complete or full; all of 
ALTOGETHER,Completely and fully
CONSTRUCTION,Act of building something; thing that is built
EXACT,Completely correct; accurate; specific
ALL,Completely; totally
LITERARY,Concerned with written works
CONSUMER,Person who uses goods or services; individual buyer
CONTACT,To get in touch with someone
CONTAIN,To hold something inside something else
URBAN,Concerning a city; located in a city
ROYAL,Concerning a king or queen
CONTEXT,Set of facts surrounding a person or event
INSTITUTIONAL,Concerning a large organization such as a hospital or university
PRESUMABLY,Concerning a true or likely nature
CONTRAST,"To compare; to show clear, obvious differences"
CONTRIBUTION,"Helping a cause by giving money, things, services"
AGRICULTURAL,Concerning farming
ORGANIC,Concerning food made with few or no chemicals
POLITICAL,Concerning government or public affairs
CLASSICAL,Concerning ideas considered to be traditional
CONVERSATION,When you talk with other people; discussion or chat
SEXUAL,Concerning physical activity that can produce babies
CONVINCE,"To persuade someone, or make them feel sure"
COOK,To heat food until it is ready to eat
COOL,Almost cold; not warm or hot
PUBLIC,Concerning society in general
ABSTRACT,Concerning something that doesn't exist physically
COPY,To make something that looks the same as the original
CORPORATE,Concerning (usually large) companies
RETAIL,Concerning the business of selling products to the public for personal use
CORRECT,True or accurate
INNER,Concerning the inside part of something
MENTAL,Concerning the mind
GENETIC,Concerning the parts of a cell that determine particular characteristics
ONLINE,Connected to the internet
COUNCIL,Group chosen to make decisions about something
ETHNIC,Connected with people who share a cultural tradition
COUNT,To add things together to find the total number
TANK,Container for holding liquid or gas
INFLATION,Continual rise in the prices of products
TEMPORARY,"Continuing for a limited time, not permanent"
COUPLE,Two of something; two people; a pair
COURT,"Large, flat area, to play tennis or basketball"
DIALOG,Conversation between two or more individuals
COVER,Thing you put over something to close or hide it
ACCURATE,Correct; not having mistakes or errors
FREE,Costing no money
POLICY,"Course of action proposed by an organization, etc."
ENVELOPE,Cover for a letter or card
ROOF,Cover or top of something
WET,Covered or soaked with a liquid; not dry
BLOODY,Covered or spotted with blood on the surface
OFFENSE,Criminal act; something that causes hurt
FESTIVAL,Cultural event with a program of events
CREDIT,System to buy something and pay for it later
HOOK,Curved or bent tool
CRISIS,Unstable situation of extreme danger or difficulty
CRITICAL,Being important or serious; vital; dangerous
DESTRUCTION,Damaging something so badly that it no longer exists
COAL,Dark hard substance from the earth burnt as a fuel
CROSS,To meet at one point
CROWD,Large group of people together in one place
POT,"Deep, round container that is used for cooking"
CRY,To produce tears and sounds because of pain
CULTURE,Beliefs and customs of a particular group
CUP,Small round container used to hold liquids for drinking
PROFILE,Description listing the basic information about a person or group
CURRENT,Happening or being in the present time
CURRENTLY,Happening or being in the present time
RELIABLE,"Deserving of your trust, dependable"
ARCHITECTURE,Design and construction of buildings
CUSTOMER,Someone who buys goods or services from a business
CUT,To use a knife or scissors to divide or open the surface
CYCLE,Series of regular and repeated actions
ALTHOUGH,Despite the fact that; however
DAILY,Happening every day
DAMAGE,Physical harm that is done to something
EXPLANATION,Details or reasons given to make something clear
DANCE,To move your body rhythmically to music
DANGER,"Possibility of getting hurt, damaged, or killed"
DANGEROUS,Involving the chance of hurt or damage; risky
CRITERIA,Details used to make a decision
DARK,Having little or no light; not light in color
FILTER,Device to remove unwanted substances from a liquid or gas
DATA,Facts or information used to calculate or analyze
UNUSUAL,Different from what is ordinary or normal in a way that attracts attention; not usual
DATE,A day in the calendar such as january 3rd
DAUGHTER,A female child of someone
HARD,"Difficult to bend, break or cut; solid"
DEAD,Not alive
POLLUTION,Dirty or dangerous waste released into an environment
DEAR,Loved or valued very much
DEATH,When someone dies; the end of life
DEBATE,General public discussion of a topic
DECADE,Period of 10 years
MESS,Dirty or untidy area
DECISION,A choice you make about something after thinking about it
DEPTH,Distance below a surface
DECLINE,To not accept an invitation or offer; refuse
DEEP,Going far down from the surface
HEIGHT,Distance of something from the bottom to the top
PHASE,Distinct part or step in a process
DEFENSE,Process of protecting something from attack
INJURE,Do physical harm or damage
DEFINE,To explain the meaning of words
DEFINITELY,Without question; beyond doubt
DEFINITION,"Explanation of word's meaning, as in dictionaries"
DEGREE,Unit for measuring temperature or angles
DELIVER,To take something to a person or place
DELIVERY,Act of taking something to a person or place
DEMAND,To strongly request someone to do something; insist
HELPFUL,Doing things that help someone
UNIVERSAL,Done or experienced by everyone
VOLUNTARY,Done or given by their own will and not forced to do
VIOLENT,Done with force; likely to cause physical damage
DENY,To refuse to allow or accept something
DEPARTMENT,Division of a larger part or organization
DEPEND,"To need (someone or something) for support, help, etc."
IMMEDIATE,Done without delay; straight away
CHART,Drawing showing information in a clear way
ALCOHOL,"Drinks such as wine, whiskey, beer"
FALL,Dropping from a standing position to the ground
DESCRIBE,"To tell someone the appearance, sound or smell of something"
DESCRIPTION,Something that tells you what something is like or looks like
WHILE,During the time that; at the same time
WHILST,During the time that; at the same time
DESIGN,To plan in a particular way to fulfill a purpose
SENSITIVE,Easily hurt or damaged
DESK,A piece of furniture like a table often with drawers
DESPITE,Without being affected by something; in spite of
VISIBLE,Easily seen or understood
DETAIL,Small part of something; tiny fact
SOFT,"Easy to press, bend or cut; not hard or firm"
APPARENT,Easy to see or clearly understand
DETERMINE,To control exactly how something will be or act
CLEAR,Easy to understand; well-explained; obvious
POTATO,Edible vegetable
DEVICE,"Object, machine, or equipment for a specific use"
IMPRESSION,Effect or feeling resulting from an experience
MOOD,Emotion or a state of mind; how you feel
DIE,To stop living
ELECTRICITY,Energy generated positive and negative charges
ADEQUATE,Enough; good enough for what is needed
DIFFERENCE,Not of the same kind; unlike other things
ENOUGH,Equal to what is needed; as much as required
EACH,Every one of two or more things
DIFFICULT,Hard; not easy; you need to work hard to do it
DIFFICULTY,Something that is hard to do
EVERYWHERE,Every place
TEST,Examination; questions to measure knowledge
CASE,Example or instance of something
DINNER,"Main meal of the day, usually in the evening in the us"
DIRECT,To tell someone to do something in a straight-talking way
DIRECTLY,In a frank and honest way
DIRECTOR,Senior person who manages part of an organization
GOOD,Excellent; high quality
STIMULATE,Excite to action
NUMEROUS,Existing in large numbers
DISTANT,Existing or happening far away in space
SILVER,"Expensive, near white color metal (symbol ag)"
VETERAN,Experienced through long service or practice
CONSULTANT,Expert who gives (paid) advice
DISCOVER,To find something new that was not known before
REASON,Explanation for why something occurred or was done
DISCUSS,To talk about something seriously or in great detail
DISCUSSION,Any long communication about some particular topic 
DISEASE,"Illness that affects a person, animal, or plant"
DEMONSTRATION,Explanation of how something works
EXTENSION,Extra time allowed to complete something
FURTHER,Extra; in addition
GIANT,"Extremely big, or much bigger than other things"
DISPLAY,To put so they can be seen or be bought
CRUCIAL,Extremely important
DISTANCE,Amount of space between two places or things
REMOTE,Far away
SHEEP,Farm animal kept for meat and wool
PIG,Farm animal that gives bacon and ham
DAD,Father
DISTRICT,"Area of a country, city, or town"
ANXIETY,Fear about what might happen; worry
MOTIVATION,Feeling in a person that makes him or her want to do something
DIVIDE,To separate something into equal pieces
TENSION,Feeling of anxiety and inability to relax
JOY,Feeling of great happiness and pleasure
DOCUMENT,Official (printed) record that gives information
DOG,Small 4-legged animal that barks kept as a pet
DOLLAR,A basic unit of money equal to 100 cent
FRIENDSHIP,Feeling of liking someone; good relationship
DOOR,You walk through this when you go in a room
DOUBLE,Two times the amount or degree; twice
DOUBT,Not being sure of something; lack of certainty
HUNGER,Feeling of needing to eat food
CONCERN,Feeling of worry or anxiety
GRATEFUL,Feeling or showing thanks; thankful
ASHAMED,Feeling shame or guilt because you did something wrong
CONFIDENT,Feeling that you can do well at something
UNCERTAINTY,Feeling that you don't really know what will happen
DRAW,To create an image using pen or pencil and paper
DREAM,"Images, thoughts, and feelings that are experienced during sleep"
DRESS,Women's garment with a top part and a skirt
DRINK,To put water in your body through your mouth
SAD,Feeling unhappy; wishing something hadn't happened
DRIVER,Someone who operates a vehicle
DROP,To let something fall from your hand
DRUG,Chemical used as a medicine
DRY,Without water; not wet
DUE,When something is required or expected
SHE,Female person or animal mentioned before
ULTIMATELY,"Finally, after doing other things"
DUTY,Work required by your job or position
DUST,Fine dry powder that builds up on surfaces
SOLID,Firm or hard; not a gas or liquid
STEADY,"Firmly fixed, supported, or balanced; not shaking, rocking, or likely to fall over"
EARN,To get money for work
EARTH,Planet we live on
START,First time or place that a thing exists; beginning
EASILY,Without difficulty
TERM,Fixed period of weeks for learning at school
SHELF,Flat board attached to a wall on which to store things
EASY,Not hard to do; not difficult
EAT,To put food in your mouth
ECONOMIC,"Having to do with trade, industry, and money"
EDGE,Boundary of a surface
CONVENTIONAL,Following the common attitudes and practices
FRUIT,Food that grows on a tree or bush
BOOT,Footwear covering your foot and part of your leg
EDUCATION,Process of giving or receiving teaching
BECAUSE,For a reason
FOREVER,For a very long or seemingly endless time
EFFECTIVE,Working efficiently to produce a desired result
PER,For each; during each
SO,For that reason
WHY,For what reason or purpose
EFFORT,Amount of work used trying to do something
EGG,Hard-shelled thing from which a young bird is born
SIR,Form of address to a man you respect
FORMAT,"Form, design, or arrangement of something"
ELECTION,Process of choosing someone by voting
LUCKY,Fortunate; having good things happen to you
HENCE,"From now, later than the present time"
THROUGH,From one end or side of something to the other end or side
ELEMENT,Essential or particular part of something
ACROSS,From one side to the other of something
ELSE,Otherwise; if you fail to...
SINCE,From the time in the past that
E-MAIL,"A system for sending messages electronically, especially from one computer to another using the internet"
FACE,"Front part of the head where eyes, nose, and mouth are"
TENNIS,Game played by hitting a ball over a net
EMERGE,To rise or appear out of some background
GOLF,Game played to hit a ball into a hole with a stick
PREPARATION,Getting ready for something
PRESENT,Gift
SALE,Giving something for money; the amount sold
DOWN,Going from a higher position to a lower position
EMPLOY,To pay a person to work for you; to give a job to
EMPLOYEE,Person who works for someone else for payment
INTO,Going inside something
ALRIGHT,Good; acceptable
EMPTY,Containing nothing; with no contents
ENABLE,To make it possible to do something
HONEST,Good; always telling the truth and not stealing
ENCOURAGE,To make someone more determined or confident
SAND,Grains of rock that make beaches and deserts
MORE,"Greater in amount, number, or size"
ENERGY,Physical or mental strength
ENGAGE,"To carry out, participate in; be involved in"
TALL,Greater in height than average
ENJOY,To take pleasure in something
EMPIRE,Group of countries controlled by one government
TUNE,Group of musical notes that make a nice sound
ENSURE,"To make something sure, certain, or safe"
ENTER,To go into a room
GOVERNMENT,Group of people and system which rule a nation
JURY,Group of people who listen to information about something and make a decision
PERSONNEL,Group of people who work for a company
ENTIRE,Complete or full; with no part left out; whole
BUNCH,Group of things of the same kind
PILE,Group of things one on top of another
TYPE,Group of things or people sharing common features
ENVIRONMENT,Natural world in which plants and animals live
ENVIRONMENTAL,Of the natural world in which plants and animals live
SORT,Group or class of similar things or people
EQUAL,"Same in shape, size, or number"
CONSTANTLY,Happening a lot or all the time
SUBSEQUENT,Happening after
EQUIPMENT,Tools or materials used to perform a task
CONSTANT,Happening frequently or without pause
ERROR,Something that is not correct; a mistake
ESPECIALLY,More than usual; extremely
BRIEFLY,Happening in a short period of time; using few words
ESSENTIAL,Extremely important and necessary
ESTABLISH,To set or create something to last for a long time
STILL,Happening in the past and continuing into the present
LATE,Happening near the end of a given time
FREQUENT,Happening often
WEEKLY,Happening once a week
EVENING,Last part of the day and early part of the night
EVENT,Something that happens
EVENTUALLY,Finally
PRIOR,Happening or coming earlier in time
SUDDEN,Happening or done quickly or unexpectedly
EVERYBODY,Every person; everyone
ROUTINE,Happening or done regularly or frequently
EVERYONE,Every person; everybody
EVERYTHING,All of the things mentioned
EARLY,Happening sooner than expected
EVIDENCE,Factual proof that helps to establish the truth
RAPID,Happening very quickly
CONTINUOUS,Happening without stops
SATISFACTION,Happy feeling because of something that you did
EXACTLY,No more and no less than; precisely
SHELL,Hard outer covering that protects
BONE,Hard pieces of a body that form the frame of an animal
CONCRETE,"Hard substance used in building made by mixing cement, sand, small stones, and water"
EXCELLENT,Extremely good
EXCEPT,Not including; other than
TOOTH,Hard white thing in the mouth used for biting and eating
IMPORTANT,"Having a big effect on (person, the future)"
EXCHANGE,To give things of similar value to each other
POSSIBLE,"Having a chance of happening, or being true"
BRILLIANT,Having a great amount of intelligence or talent
WEALTHY,Having a great amount of money or property
EXECUTIVE,A senior manager in a business or organization
EXERCISE,To work out to become stronger and healthier
EMPLOYMENT,Having a job; work done for money
EXIST,"To be present, alive or real"
EXPAND,To become bigger or larger in size and amount
THICK,Having a large distance between two surfaces
SICK,Having a physical or mental illness; not feeling well
ANGRY,Having a strong feeling about something that you dislike very much
EXPENSIVE,Costing a lot of money
NERVOUS,Having a tendency to become uneasy or anxious
EXPERIMENT,Test performed to assess new ideas or theories
SHARP,Having a thin edge or point that is able to cut
EXPERT,Skillful person with special knowledge
EXPLAIN,To make clear or easy to understand by describing
SUFFICIENT,Having as much as is needed for a particular purpose
EXPORT,To send goods to be sold in another country
GUILTY,Having done something bad or illegal
OLD,"Having existed for a long time, not young or new"
EXPRESS,To state or show what you think or how you feel
EXPRESSION,Act of making your thoughts and feelings known
FORTUNATE,Having good luck
ALREADY,Having happened or been done before this time
EXTENT,Range or space included in something
AWARENESS,Having knowledge of something
EXTRA,More than necessary; additional
WEAK,Having little power; not strong; easy to break
SURE,Having no doubts about something
EXTREMELY,In a way that is much more than usual or expected
POSSESSION,Having or owning something
VARIABLE,Having the ability to change or vary
FACILITY,Piece of equipment or buildings with a special use
CREATIVE,Having the ability to make something new
FACTOR,Something that influences a result
FACTORY,Building where things are made
INDEPENDENCE,Having the freedom to make your own decisions 
FAIL,"To not achieve a goal, or to go wrong"
FAILURE,Act or result of not achieving your goals
FAIR,Treating all people the same way
ABLE,"Having the power, skill, knowledge, or money to do something"
REGIONAL,Having to do with a particular area
PSYCHOLOGICAL,Having to do with the mind
MAYOR,Head of a city's government
FAMILIAR,Well-known or easily recognized
TIGHT,Held together firmly; difficult to move
FAMOUS,Widely known; recognized by many people
FAN,Thing you wave in front of your face to stay cool
UPPER,Higher than others of the same kind
TOP,Highest or upper part or point of something
FREQUENCY,How often something happens
FARM,Land used for growing crops or raising animals
WAY,How something is done
FASHION,Style of dress or activity popular at some time
FAST,Moving or able to move quickly
ENORMOUS,Huge; very big; very large
FATHER,A male parent
PEOPLE,Human beings in general; plural of person
FAVOR,Helpful act of kindness
FAVORITE,Most liked; best loved
FEATURE,Distinctive or important point of something
FEDERAL,System of government
FEE,Amount of money paid for a particular service
NOTION,Idea or opinion about doing something
FEMALE,Person of the sex that gives birth to babies
HYPOTHESIS,Idea that leads to further study or discussion
SAME,Identical; not different
WHETHER,If something will happen or not
REFLECTION,"Image that you see in a mirror, glass, or water"
FIELD,"Open area of land, especially without buildings"
FIGHT,Act of trying to hurt someone by hitting them
NEXT,Immediately after the previous one
FILL,To make something full
FILM,Movie
SIGNIFICANCE,Importance of something; the potential for something to have a big effect
FINAL,Being the last thing in a series
FINALLY,After a long time or some difficulty
FINANCE,Control of money a person/business has access to
FINANCIAL,Involving money
ISSUE,"Important topic discussed, debated, or argued over"
FINE,"Good, acceptable or satisfactory"
FINGER,One of the five long parts of the hand
FINISH,End of something; completion
FIRE,Heat and the flame produced when burning
FIRM,"Fairly hard or solid, not soft"
PROPERLY,In a correct or suitable way depending on the situation
REASONABLY,In a fair and just manner
PERFECTLY,In a faultless manner; without mistakes
FISH,Animal that swims and lives in the sea
FIT,Proper or acceptable; morally or socially correct
FIX,To make something whole or able to work again
STABLE,In a good situation or condition; not likely to change
WELL,In a good way
FLAT,Level; even; without curves or bumps
FIRMLY,"In a hard, steady, unchanging way"
FLIGHT,Act of flying
SUCCESSFULLY,In a manner that achieves a goal
FLOOR,Part of a room on which you stand
FLOW,To move steadily and easily in a certain direction
FLY,To travel through the air using wings
FOCUS,Main purpose or center of interest or activity
HOPEFULLY,In a manner wishing something to happen
GENTLY,"In a mild, careful, and soft manner"
TYPICALLY,In a normal or usual way
DRAMATICALLY,In a sudden or extreme manner
FAITHFULLY,In a trustworthy manner
FOOT,Lowest part of the leg we use to stand on
FOOTBALL,Sport where 2 teams try to kick a ball in a goal; soccer
AUTOMATICALLY,In a way not requiring control by a person
LITERALLY,In a way that expresses the exact meaning of something
FOREIGN,Being of a different place or country
FOREST,Large area with many trees
SIGNIFICANTLY,In a way that is important or noticeable
FORGET,To not remember something
SOMEHOW,In a way that is not known or certain
DIFFERENTLY,In a way that is not the same
EFFECTIVELY,In a way that produces the result you want
FURTHERMORE,In addition to what has been said
FORMER,"Being something previously, but not now"
ALSO,In addition; too; in a similar way
EQUALLY,"In an equal, similar, or identical way"
FORWARD,Toward what is ahead or in front
PRECISELY,In an exact and accurate manner
ROUGHLY,In an inexact or imprecise manner
RARELY,In an infrequent manner
SURPRISINGLY,In an unexpected way
FREEDOM,"State of being free, not being controlled"
WHEREVER,In any situation or at any time that
AGAINST,In opposition to; disagreeing with
SOUTHERN,In or from the south
ABROAD,In or to a foreign country
FRESH,Newly made or gathered
OVERSEAS,In or to a foreign country that is across a sea
FRIENDLY,Acting like a friend; kind and helpful
ELSEWHERE,In or to another or different place
NORTHERN,In or toward the north
FRONT,Opposite of back; the forward part of an object
PARTLY,In part; not completely
THERE,"In that place or position, at that location"
AMONG,In the center of some things; in relation to several things
FULL,Containing or holding as much as possible
FULLY,Completely or entirely
FUN,Amusing and enjoyable
FUNCTION,What something is intended to be used for; purpose
PRIMARILY,In the most basic or important way
FUND,To supply money for something
RESPECTIVELY,In the order people or things were mentioned
FUNNY,Causing laughter; amusing
AT,In the place where something is
UNDER,"In the same place as another thing, but lower"
LEAST,In the smallest or lowest way
BETWEEN,In the space that separates two objects
HOW,In what way something happens or is done
ANYWHERE,"In, at, or to any place; used in questions, with 'not'"
GARDEN,Yard; ground outside your house to grow plants
GAS,"Elements in our air, like oxygen or nitrogen"
EVERY,Including each person or thing in a group
GATHER,To bring people/animals together into a group
GRAND,Including many things; very large
COMPREHENSIVE,Including most or all things
INSTRUCTION,Information about how to do or use something
DATABASE,Information stored in a computer in an organized way
GENERAL,"Widespread, normal or usual"
GENERATE,To create or be produced or bring into existence
GENERATION,People born and living at about the same time
HINT,Information that helps you understand or do something more easily
PROOF,Information which shows that something is true or correct
INTERIOR,Inside part of something
SAKE,Interest or benefit of someone or something
REMARKABLE,"Interesting and unexpected, worthy of notice"
ATTRACTION,Interesting place people want to visit
GIFT,Something given to another for a reason; present
GIRL,A female child
IF,Introducing a condition for something to happen
GLAD,Happy that something happened; pleased
INTERVENTION,Involvement in a situation to prevent future problems
GLASS,Hard transparent material used for making windows
GLOBAL,"Concerning, affecting, or involving the entire world"
SOCIAL,Involving activities among people especially free time activities
GOAL,Something you try to do or achieve; an aim
